movieid,title,genre
632,Land and Freedom,['War']
2321,Pleasantville,['Comedy']
1307,When Harry Met Sally...,"['Comedy', 'Romance']"
3609,Regret to Inform,['Documentary']
806,American Buffalo,['Drama']
1676,Starship Troopers,"['Action', 'Adventure', 'Sci-Fi', 'War']"
796,A Very Natural Thing,['Drama']
1145,Snowriders,['Documentary']
1134,Johnny 100 Pesos,"['Action', 'Drama']"
1354,Breaking the Waves,['Drama']
670,The World of Apu,['Drama']
3840,Pumpkinhead,['Horror']
1305,Texas Paris,['Drama']
3773,House Party,['Comedy']
3464,Solar Crisis,"['Sci-Fi', 'Thriller']"
1485,Liar Liar,['Comedy']
55,Georgia,['Drama']
3254,Wayne's World 2,['Comedy']
738,Le Garcu,['Drama']
3758,Communion,"['Drama', 'Sci-Fi', 'Thriller']"
2339,I'll Be Home For Christmas,"['Comedy', 'Romance']"
1256,Duck Soup,"['Comedy', 'War']"
720,Wallace & Gromit: The Best of Aardman Animation,['Animation']
865,Small Faces,['Drama']
3768,Braddock: Missing in Action III,"['Action', 'War']"
3377,Hangmen Also Die,"['Drama', 'War']"
3800,Criminal Lovers,"['Drama', 'Romance']"
2340,Meet Joe Black,['Romance']
685,It's My Party,['Drama']
2449,The Garbage Pail Kids Movie,"['Adventure', ""Children's""]"
1614,In & Out,['Comedy']
2370,The Emerald Forest,"['Action', 'Adventure', 'Drama']"
454,The Firm,"['Drama', 'Thriller']"
654,Und keiner weint mir nach,"['Drama', 'Romance']"
1180,Hear My Song,['Comedy']
2801,Oscar and Lucinda,"['Drama', 'Romance']"
1850,Don't Touch Me! I Love You,"['Drama', 'Romance']"
582,Metisse,['Comedy']
577,Andre,"['Adventure', ""Children's""]"
2509,Eight Days a Week,['Comedy']
1325,Amityville: A New Generation,['Horror']
1306,Until the End of the World,"['Drama', 'Sci-Fi']"
2513,Pet Sematary,['Horror']
1564,Roseanna's Grave,"['Comedy', 'Romance']"
2622,A Midsummer Night's Dream,"['Comedy', 'Fantasy']"
2180,Torn Curtain,['Thriller']
774,Wend Kuuni,['Drama']
1954,Rocky,"['Action', 'Drama']"
3591,Mr. Mom,"['Comedy', 'Drama']"
468,But Came Down a Mountain Englishman Who Went Up a Hill,"['Comedy', 'Romance']"
847,The Big Squeeze,"['Comedy', 'Drama']"
941,The Mark of Zorro,['Adventure']
1394,Raising Arizona,['Comedy']
1516,Children of the Revolution,['Comedy']
2724,Runaway Bride,"['Comedy', 'Romance']"
1224,Henry V,"['Drama', 'War']"
3191,The Quarry,['Drama']
2087,Peter Pan,"['Animation', ""Children's"", 'Fantasy', 'Musical']"
3333,The Killing of Sister George,['Drama']
400,Homage,['Drama']
911,Charade,"['Comedy', 'Mystery', 'Romance', 'Thriller']"
1724,Full Speed,['Drama']
3542,Coming Apart,['Drama']
3201,Five Easy Pieces,['Drama']
1970,A Nightmare on Elm Street 3: Dream Warriors,['Horror']
2482,Still Crazy,"['Comedy', 'Romance']"
3690,Porky's Revenge,['Comedy']
3289,Not One Less,['Drama']
934,Father of the Bride,['Comedy']
3388,Harry and the Hendersons,['Comedy']
317,The Santa Clause,"[""Children's"", 'Comedy', 'Fantasy']"
544,Striking Distance,['Action']
2085,101 Dalmatians,"['Animation', ""Children's""]"
845,The Day the Sun Turned Cold,['Drama']
3645,Cleo From 5 to 7,['Drama']
2594,Open Your Eyes,"['Drama', 'Romance', 'Sci-Fi']"
3282,Different for Girls,['Comedy']
2047,The Gnome-Mobile,"[""Children's""]"
3115,Flawless,['Drama']
1261,Evil Dead II,"['Action', 'Adventure', 'Comedy', 'Horror']"
302,Queen Margot,"['Drama', 'Romance']"
2844,The Minus Man,"['Drama', 'Mystery']"
3184,Montana,"['Action', 'Comedy', 'Crime', 'Drama']"
2561,True Crime,"['Crime', 'Thriller']"
2129,The Saltmen of Tibet,['Documentary']
3944,Bootmen,"['Comedy', 'Drama']"
267,Major Payne,['Comedy']
837,Matilda,"[""Children's"", 'Comedy']"
337,What's Eating Gilbert Grape,['Drama']
1645,The Devil's Advocate,"['Crime', 'Horror', 'Mystery', 'Thriller']"
1349,Nosferatu a Venezia,['Horror']
2093,Return to Oz,"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
1980,Friday the 13th Part VII: The New Blood,['Horror']
2504,200 Cigarettes,"['Comedy', 'Drama']"
1019,000 Leagues Under the Sea 20,"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
234,Exit to Eden,['Comedy']
807,Rendezvous in Paris,"['Comedy', 'Romance']"
612,The Pallbearer,['Comedy']
3681,For a Few Dollars More,['Western']
706,Sunset Park,['Drama']
660,August,['Drama']
3340,Bride of the Monster,"['Horror', 'Sci-Fi']"
2625,Black Mask,['Action']
1058,Bitter Sugar,['Drama']
3753,The Patriot,"['Action', 'Drama', 'War']"
900,An American in Paris,"['Musical', 'Romance']"
2447,Varsity Blues,"['Comedy', 'Drama']"
25,Leaving Las Vegas,"['Drama', 'Romance']"
721,Halfmoon,['Drama']
3634,Seven Days in May,['Thriller']
110,Braveheart,"['Action', 'Drama', 'War']"
126,The NeverEnding Story III,"['Adventure', ""Children's"", 'Fantasy']"
505,North,['Comedy']
3889,Highlander: Endgame,"['Action', 'Adventure', 'Fantasy']"
3260,Howards End,['Drama']
1060,Swingers,"['Comedy', 'Drama']"
2226,The Ring,['Drama']
1829,Chinese Box,"['Drama', 'Romance']"
1573,Face/Off,"['Action', 'Sci-Fi', 'Thriller']"
2503,The Apple,['Drama']
1020,Cool Runnings,['Comedy']
430,Calendar Girl,['Drama']
2236,Simon Birch,['Drama']
153,Batman Forever,"['Action', 'Adventure', 'Comedy', 'Crime']"
1696,Bent,"['Drama', 'War']"
3244,The Goodbye Girl,"['Comedy', 'Romance']"
1148,The Wrong Trousers,"['Animation', 'Comedy']"
461,Go Fish,"['Drama', 'Romance']"
3485,Autopsy,['Horror']
2742,M̩nage,"['Comedy', 'Drama']"
2278,Ronin,"['Action', 'Crime', 'Thriller']"
1099,A Christmas Carol,['Drama']
1392,Citizen Ruth,"['Comedy', 'Drama']"
2232,Cube,"['Sci-Fi', 'Thriller']"
2035,Blackbeard's Ghost,"[""Children's"", 'Comedy']"
191,The Scarlet Letter,['Drama']
1073,Willy Wonka and the Chocolate Factory,"['Adventure', ""Children's"", 'Comedy', 'Fantasy']"
1568,MURDER and murder,"['Crime', 'Drama', 'Mystery']"
83,Once Upon a Time... When We Were Colored,['Drama']
3827,Space Cowboys,"['Action', 'Sci-Fi']"
3142,U2: Rattle and Hum,"['Documentary', 'Musical']"
2808,Universal Soldier,"['Action', 'Sci-Fi']"
3833,The Brain That Wouldn't Die,"['Horror', 'Sci-Fi']"
3561,Stacy's Knights,['Drama']
3243,Encino Man,['Comedy']
1657,Wonderland,['Documentary']
1080,Monty Python's Life of Brian,['Comedy']
2056,In Search of the Castaways,"['Adventure', ""Children's""]"
3578,Gladiator,"['Action', 'Drama']"
3592,Time Masters,"['Animation', 'Sci-Fi']"
3078,Liberty Heights,['Drama']
44,Mortal Kombat,"['Action', 'Adventure']"
3527,Predator,"['Action', 'Sci-Fi', 'Thriller']"
983,Madagascar Skin,['Romance']
3094,Maurice,"['Drama', 'Romance']"
188,The Prophecy,['Horror']
2396,Shakespeare in Love,"['Comedy', 'Romance']"
1654,FairyTale: A True Story,"[""Children's"", 'Drama', 'Fantasy']"
3303,Black Tar Heroin: The Dark End of the Street,['Documentary']
39,Clueless,"['Comedy', 'Romance']"
3187,Trans,['Drama']
778,Trainspotting,['Drama']
484,Lassie,"['Adventure', ""Children's""]"
2787,Cat's Eye,['Horror']
555,True Romance,"['Action', 'Crime', 'Romance']"
3726,Assault on Precinct 13,"['Action', 'Thriller']"
2336,Elizabeth,['Drama']
2204,Saboteur,['Thriller']
710,Celtic Pride,['Comedy']
2816,Iron Eagle II,"['Action', 'War']"
1172,Cinema Paradiso,"['Comedy', 'Drama', 'Romance']"
2265,Nothing But Trouble,"['Adventure', 'Comedy']"
3033,Spaceballs,"['Comedy', 'Sci-Fi']"
1558,Sudden Manhattan,['Comedy']
2942,Flashdance,"['Drama', 'Romance']"
2815,Iron Eagle,"['Action', 'War']"
3045,Peter's Friends,"['Comedy', 'Drama']"
569,Little Big League,"[""Children's"", 'Comedy']"
2498,My Favorite Martian,"['Comedy', 'Sci-Fi']"
946,To Be or Not to Be,"['Comedy', 'Drama', 'War']"
3192,The Terrorist,['Drama']
1921,Pi,"['Sci-Fi', 'Thriller']"
2891,Texas Happy,['Comedy']
3736,The Big Carnival,['Drama']
3012,Battling Butler,['Comedy']
2744,Otello,['Drama']
280,Murder in the First,"['Drama', 'Thriller']"
2835,Chill Factor,"['Action', 'Thriller']"
2699,Arachnophobia,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']"
2907,Superstar,['Comedy']
2199,Phoenix,"['Crime', 'Drama']"
2407,Cocoon,"['Comedy', 'Sci-Fi']"
598,Window to Paris,['Comedy']
736,Twister,"['Action', 'Adventure', 'Romance', 'Thriller']"
1820,The Proposition,['Drama']
303,The Quick and the Dead,"['Action', 'Adventure', 'Western']"
2202,Lifeboat,"['Drama', 'Thriller', 'War']"
616,The Aristocats,"['Animation', ""Children's""]"
2748,Allan Quartermain and the Lost City of Gold,"['Action', 'Adventure']"
2198,Modulations,['Documentary']
34,Babe,"[""Children's"", 'Comedy', 'Drama']"
274,Man of the House,['Comedy']
2302,My Cousin Vinny,['Comedy']
3796,The Wisdom of Crocodiles,"['Romance', 'Thriller']"
378,Speechless,"['Comedy', 'Romance']"
2355,A Bug's Life,"['Animation', ""Children's"", 'Comedy']"
2930,Return with Honor,['Documentary']
3326,What Planet Are You From?,"['Comedy', 'Sci-Fi']"
1427,Turbulence,['Thriller']
1421,Grateful Dead,['Documentary']
585,The Brady Bunch Movie,['Comedy']
2376,A View to a Kill,['Action']
939,The Reluctant Debutante,"['Comedy', 'Drama']"
1611,My Own Private Idaho,['Drama']
2725,Twin Falls Idaho,['Drama']
369,Mrs. Parker and the Vicious Circle,['Drama']
1054,Get on the Bus,['Drama']
664,Faithful,['Comedy']
2123,All Dogs Go to Heaven,"['Animation', ""Children's""]"
156,Blue in the Face,['Comedy']
1484,The Daytrippers,['Mystery']
272,The Madness of King George,['Drama']
1442,Prefontaine,['Drama']
68,French Twist,"['Comedy', 'Romance']"
804,She's the One,"['Comedy', 'Romance']"
1456,The Pest,['Comedy']
1545,Ponette,['Drama']
52,Mighty Aphrodite,['Comedy']
3491,My Chauffeur,['Comedy']
3093,McCabe & Mrs. Miller,"['Drama', 'Western']"
3394,Blind Date,"['Comedy', 'Romance']"
1861,Junk Mail,"['Comedy', 'Thriller']"
3490,Horror Express,['Horror']
1733,Afterglow,"['Drama', 'Romance']"
1207,To Kill a Mockingbird,['Drama']
2733,Vibes,"['Adventure', 'Comedy']"
3685,Prizzi's Honor,"['Comedy', 'Drama', 'Romance']"
1194,Up in Smoke,['Comedy']
1362,The Garden of Finzi-Contini,['Drama']
2536,The Concorde: Airport '79,['Drama']
1937,Going My Way,['Comedy']
2600,eXistenZ,"['Action', 'Sci-Fi', 'Thriller']"
3787,Shower,['Comedy']
2713,Lake Placid,"['Horror', 'Thriller']"
1295,The Unbearable Lightness of Being,['Drama']
489,Made in America,['Comedy']
797,The Old Lady Who Walked in the Sea,['Comedy']
426,Body Snatchers,"['Horror', 'Sci-Fi', 'Thriller']"
2451,The Gate,['Horror']
2,Jumanji,"['Adventure', ""Children's"", 'Fantasy']"
2367,King Kong,"['Action', 'Adventure', 'Horror']"
1026,So Dear to My Heart,"[""Children's"", 'Drama']"
1347,A Nightmare on Elm Street,['Horror']
47,Seven,"['Crime', 'Thriller']"
2215,Rich and Strange,"['Comedy', 'Romance']"
3181,Titus,['Drama']
3487,El Dorado,['Western']
3318,Deterrence,['Thriller']
2554,Children of the Damned,"['Horror', 'Sci-Fi', 'Thriller']"
1578,The Innocent Sleep,['Crime']
1238,Local Hero,['Comedy']
3606,On the Town,['Musical']
699,To Cross the Rubicon,['Drama']
3559,Limelight,['Drama']
3731,Cutter's Way,"['Drama', 'Thriller']"
3393,Date with an Angel,"['Comedy', 'Fantasy']"
1881,Quest for Camelot,"['Adventure', 'Animation', ""Children's"", 'Fantasy']"
2951,A Fistful of Dollars,"['Action', 'Western']"
668,Pather Panchali,['Drama']
293,The Professional,"['Crime', 'Drama', 'Romance', 'Thriller']"
1805,Wild Things,"['Crime', 'Drama', 'Mystery', 'Thriller']"
2237,Without Limits,['Drama']
2606,Idle Hands,"['Comedy', 'Horror']"
1248,Touch of Evil,"['Crime', 'Film-Noir', 'Thriller']"
943,The Ghost and Mrs. Muir,"['Drama', 'Romance']"
2549,Wing Commander,"['Action', 'Sci-Fi']"
2263,The Seventh Sign,['Thriller']
2055,Hot Lead and Cold Feet,"['Comedy', 'Western']"
2125,Ever After: A Cinderella Story,"['Drama', 'Romance']"
1346,Cat People,['Horror']
3245,I Am Cuba,['Drama']
1735,Great Expectations,"['Drama', 'Romance']"
2397,Mass Appeal,['Drama']
2560,Ravenous,"['Drama', 'Horror']"
2345,Desert Bloom,['Drama']
2099,Song of the South,"['Adventure', 'Animation', ""Children's"", 'Musical']"
1158,Here Comes Cookie,['Comedy']
2557,I Stand Alone,['Drama']
2434,Down in the Delta,['Drama']
3431,Death Wish II,"['Action', 'Drama']"
3419,Something for Everyone,"['Comedy', 'Crime']"
841,Eyes Without a Face,['Horror']
3339,Cross of Iron,['War']
2903,Psycho III,"['Horror', 'Thriller']"
1563,Dream With the Fishes,['Drama']
3565,Where the Heart Is,"['Comedy', 'Drama']"
3203,Dead Calm,['Thriller']
3444,Bloodsport,['Action']
997,Caught,"['Drama', 'Thriller']"
1760,Spice World,"['Comedy', 'Musical']"
3723,Hamlet,['Drama']
665,Underground,['War']
2040,The Computer Wore Tennis Shoes,"[""Children's"", 'Comedy']"
1875,Clockwatchers,['Comedy']
2024,The Rapture,"['Drama', 'Mystery']"
2089,The Rescuers Down Under,"['Animation', ""Children's""]"
3847,She Wolf of the SS Ilsa,['Horror']
912,Casablanca,"['Drama', 'Romance', 'War']"
2867,Fright Night,"['Comedy', 'Horror']"
564,Chasers,['Comedy']
1282,Fantasia,"['Animation', ""Children's"", 'Musical']"
2307,One Tough Cop,"['Action', 'Drama']"
2174,Beetlejuice,"['Comedy', 'Fantasy']"
2802,Tequila Sunrise,"['Action', 'Romance', 'Thriller']"
2858,American Beauty,"['Comedy', 'Drama']"
928,Rebecca,"['Romance', 'Thriller']"
473,In the Army Now,"['Comedy', 'War']"
4,Waiting to Exhale,"['Comedy', 'Drama']"
3223,A Zed & Two Noughts,['Drama']
2790,The Final Conflict,['Horror']
2571,The Matrix,"['Action', 'Sci-Fi', 'Thriller']"
2133,Adventures in Babysitting,"['Adventure', 'Comedy']"
2453,The Boy Who Could Fly,"['Drama', 'Fantasy']"
432,City Slickers II: The Legend of Curly's Gold,"['Comedy', 'Western']"
2328,Vampires,['Horror']
1440,Amos & Andrew,['Comedy']
3208,Loaded Weapon 1,"['Action', 'Comedy']"
1651,Telling Lies in America,['Drama']
2042,D2: The Mighty Ducks,"[""Children's"", 'Comedy']"
2433,A Civil Action,['Drama']
397,The Fear,['Horror']
2436,Tea with Mussolini,['Comedy']
2664,Invasion of the Body Snatchers,"['Horror', 'Sci-Fi']"
2770,Bowfinger,['Comedy']
3007,American Movie,['Documentary']
1871,A Friend of the Deceased,"['Comedy', 'Drama']"
1219,Psycho,"['Horror', 'Thriller']"
3171,Room at the Top,['Drama']
413,Airheads,['Comedy']
3516,Book and Candle Bell,"['Comedy', 'Romance']"
3381,Slaves to the Underground,"['Comedy', 'Drama']"
476,The Inkwell,"['Comedy', 'Drama']"
3809,What About Bob?,['Comedy']
3044,Dead Again,"['Mystery', 'Romance', 'Thriller']"
3546,What Ever Happened to Baby Jane?,"['Drama', 'Thriller']"
350,The Client,"['Drama', 'Mystery', 'Thriller']"
3321,The Waiting Game,['Comedy']
3424,Do the Right Thing,"['Comedy', 'Drama']"
3423,School Daze,['Drama']
2820,Hamlet,['Drama']
3928,Abbott and Costello Meet Frankenstein,"['Comedy', 'Horror']"
3575,Defying Gravity,['Drama']
1352,Albino Alligator,"['Crime', 'Thriller']"
581,The Celluloid Closet,['Documentary']
3479,Ladyhawke,"['Adventure', 'Fantasy', 'Romance']"
966,A Walk in the Sun,['Drama']
3870,Our Town,['Drama']
2483,The Day of the Beast,"['Comedy', 'Horror', 'Thriller']"
3925,Stranger Than Paradise,['Comedy']
1643,Mrs. Brown,"['Drama', 'Romance']"
1719,The Sweet Hereafter,['Drama']
1262,The Great Escape,"['Adventure', 'War']"
2857,Yellow Submarine,"['Animation', 'Musical']"
3886,Steal This Movie!,['Drama']
2458,Armed and Dangerous,"['Comedy', 'Crime']"
2655,Howling II: Your Sister Is a Werewolf,['Horror']
1776,Ride,['Drama']
425,Blue Sky,"['Drama', 'Romance']"
368,Maverick,"['Action', 'Comedy', 'Western']"
470,House Party 3,['Comedy']
3643,The Fighting Seabees,"['Action', 'Drama', 'War']"
2448,Virus,"['Horror', 'Sci-Fi']"
1793,Welcome to Woop-Woop,['Comedy']
2794,European Vacation,['Comedy']
398,Frank and Ollie,['Documentary']
2954,Penitentiary,['Drama']
299,Priest,['Drama']
2535,Earthquake,['Action']
2720,Inspector Gadget,"['Action', 'Adventure', ""Children's"", 'Comedy']"
2266,The Butcher's Wife,"['Comedy', 'Romance']"
3920,So Close Faraway,"['Drama', 'Fantasy']"
980,In the Line of Duty 2,['Action']
399,Girl in the Cadillac,['Drama']
3443,Born American,"['Action', 'Drama', 'Thriller']"
383,Wyatt Earp,['Western']
316,Stargate,"['Action', 'Adventure', 'Sci-Fi']"
2349,Mona Lisa,"['Comedy', 'Thriller']"
1782,Little City,"['Comedy', 'Romance']"
1211,Wings of Desire,"['Comedy', 'Drama', 'Romance']"
279,My Family,['Drama']
281,Nobody's Fool,['Drama']
134,Sonic Outlaws,['Documentary']
1113,The Associate,['Comedy']
440,Dave,"['Comedy', 'Romance']"
2602,Mighty Peking Man,"['Adventure', 'Sci-Fi']"
560,Maine Beans of Egypt,['Drama']
1151,Faust,"['Animation', 'Comedy', 'Thriller']"
1653,Gattaca,"['Drama', 'Sci-Fi', 'Thriller']"
2161,The NeverEnding Story,"['Adventure', ""Children's"", 'Fantasy']"
795,Somebody to Love,['Drama']
2642,Superman III,"['Action', 'Adventure', 'Sci-Fi']"
3292,The Big Combo,['Film-Noir']
2360,The Celebration,['Drama']
408,8 Seconds,['Drama']
3710,Action Jackson,"['Action', 'Comedy']"
1129,Escape from New York,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
789,Worst of All I,['Drama']
851,Basquiat,['Drama']
2630,Besieged,['Drama']
3704,Mad Max Beyond Thunderdome,"['Action', 'Sci-Fi']"
158,Casper,"['Adventure', ""Children's""]"
1267,The Manchurian Candidate,"['Film-Noir', 'Thriller']"
3365,The Searchers,['Western']
2357,Central Station,['Drama']
314,The Secret of Roan Inish,['Drama']
2932,Days of Heaven,['Drama']
3304,Blue Collar,"['Crime', 'Drama']"
2325,Orgazmo,['Comedy']
51,Guardian Angel,"['Action', 'Drama', 'Thriller']"
543,So I Married an Axe Murderer,"['Comedy', 'Romance', 'Thriller']"
1317,I'm Not Rappaport,['Comedy']
3376,The Fantastic Night,['Romance']
287,Nina Takes a Lover,"['Comedy', 'Romance']"
2474,The Color of Money,['Drama']
3584,Breathless,"['Action', 'Drama', 'Romance', 'Thriller']"
2271,Permanent Midnight,['Drama']
3825,Coyote Ugly,['Drama']
2003,Gremlins,"['Comedy', 'Horror']"
1583,A Simple Wish,"[""Children's"", 'Fantasy']"
2623,Trippin',['Comedy']
929,Foreign Correspondent,['Thriller']
3865,The Original Kings of Comedy,"['Comedy', 'Documentary']"
2649,Son of Frankenstein,['Horror']
1673,Boogie Nights,['Drama']
1044,Surviving Picasso,['Drama']
1227,Once Upon a Time in America,"['Crime', 'Drama', 'Thriller']"
3590,The Lords of Flatbush,['Comedy']
455,Free Willy,"['Adventure', ""Children's"", 'Drama']"
999,2 Days in the Valley,['Crime']
49,When Night Is Falling,"['Drama', 'Romance']"
1854,Kissing a Fool,"['Comedy', 'Romance']"
495,In the Realm of the Senses,['Drama']
381,When a Man Loves a Woman,['Drama']
2025,Lolita,"['Drama', 'Romance']"
1297,Real Genius,['Comedy']
240,Hideaway,['Thriller']
2771,Brokedown Palace,['Drama']
1599,Steel,['Action']
171,Jeffrey,['Comedy']
3124,Agnes Browne,"['Comedy', 'Drama']"
388,Boys Life,['Drama']
1963,Take the Money and Run,['Comedy']
1353,The Mirror Has Two Faces,"['Comedy', 'Romance']"
3786,But I'm a Cheerleader,['Comedy']
1942,All the King's Men,['Drama']
2450,Howard the Duck,"['Adventure', ""Children's"", 'Sci-Fi']"
1386,Terror in a Texas Town,['Western']
2480,Dry Cleaning,['Drama']
1542,Brassed Off,"['Comedy', 'Drama', 'Romance']"
3294,Eaten Alive,['Horror']
2899,Gulliver's Travels,"['Adventure', 'Animation', ""Children's""]"
2511,The Long Goodbye,['Crime']
2095,The Shaggy D.A.,"[""Children's"", 'Comedy']"
524,Rudy,['Drama']
2587,Life,['Comedy']
2439,Affliction,['Drama']
3718,American Pimp,['Documentary']
254,Jefferson in Paris,['Drama']
2644,Dracula,['Horror']
326,To Live,['Drama']
3306,The Circus,['Comedy']
3492,The Son of the Sheik,['Adventure']
3382,Song of Freedom,['Drama']
2604,Let it Come Down: The Life of Paul Bowles,['Documentary']
587,Ghost,"['Comedy', 'Romance', 'Thriller']"
1525,Warriors of Virtue,"['Action', 'Adventure', ""Children's"", 'Fantasy']"
393,Street Fighter,['Action']
1383,Adrenalin: Fear the Rush,"['Action', 'Sci-Fi']"
3207,The Snows of Kilimanjaro,['Adventure']
532,Serial Mom,"['Comedy', 'Crime', 'Horror']"
183,Mute Witness,['Thriller']
3360,Hoosiers,['Drama']
2221,Blackmail,['Thriller']
2314,Beloved,['Drama']
2986,Robocop 2,"['Action', 'Crime', 'Sci-Fi']"
2946,Help!,"['Comedy', 'Musical']"
1888,Hope Floats,"['Comedy', 'Drama', 'Romance']"
1812,Wide Awake,"[""Children's"", 'Comedy', 'Drama']"
1165,The Bloody Child,"['Drama', 'Thriller']"
1323,Amityville 3-D,['Horror']
1880,Lawn Dogs,['Drama']
3071,Stand and Deliver,['Drama']
661,James and the Giant Peach,"['Animation', ""Children's"", 'Musical']"
1977,Friday the 13th: The Final Chapter,['Horror']
3544,Shakes the Clown,['Comedy']
734,Getting Away With Murder,['Comedy']
1090,Platoon,"['Drama', 'War']"
1619,Seven Years in Tibet,"['Drama', 'War']"
1899,Passion in the Desert,"['Adventure', 'Drama']"
2058,The Negotiator,"['Action', 'Thriller']"
2746,Little Shop of Horrors,"['Comedy', 'Horror', 'Musical']"
771,La Vie est belle,"['Comedy', 'Drama']"
2576,etc. Love,['Drama']
1127,The Abyss,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
416,Bad Girls,['Western']
168,First Knight,"['Action', 'Adventure', 'Drama', 'Romance']"
2017,Babes in Toyland,"[""Children's"", 'Fantasy', 'Musical']"
283,New Jersey Drive,"['Crime', 'Drama']"
336,The Walking Dead,"['Drama', 'War']"
629,Rude,['Drama']
